Date,Open,High,Low,Close,Adj Close,Volume
2013-03-05,405.704315,413.307251,405.704315,409.295288,381.264282,6073047.0
2013-03-06,412.04422,415.263702,409.468658,413.703491,385.370544,4974092.0
2013-03-07,411.72229,416.799164,408.156097,414.322632,385.947327,4859539.0
2013-03-08,417.542114,423.337189,416.056213,421.653137,392.775787,4675892.0
2013-03-11,422.049408,426.259491,416.080963,418.285065,389.638367,4877596.0
2013-03-12,421.256897,423.238129,417.814545,419.944336,391.184021,3946988.0
2013-03-13,417.145874,424.278259,416.155273,418.532715,389.86908,4338974.0
2013-03-14,418.037415,427.671112,413.703491,425.987061,396.812897,6825747.0
2013-03-15,428.315002,430.618164,415.214172,417.864075,389.246216,5904119.0
2013-03-18,413.579681,417.789764,411.49939,413.232971,384.932343,3702764.0
2013-03-19,414.372162,415.560913,402.138123,408.626617,380.641418,8293306.0
2013-03-20,410.805969,411.004089,402.856323,407.487427,379.580231,9312667.0
2013-03-21,408.626617,412.490021,398.59671,402.484833,374.920227,7688640.0
2013-03-22,400.355042,406.645416,398.39859,401.494232,373.997467,5481226.0
2013-03-25,406.447296,407.809387,397.358429,400.825562,373.374603,6488072.0
2013-03-26,397.482269,398.72052,386.337891,387.997162,361.424774,8983383.0
2013-03-28,388.814423,389.284973,378.611145,382.821228,356.603333,12236024.0
2013-04-01,386.833221,391.687195,383.266998,385.718781,359.302368,3842729.0
2013-04-02,386.436951,394.510437,385.49588,393.222656,366.292389,5127612.0
2013-04-03,395.154327,395.748688,381.880157,384.629089,358.287323,4301892.0
2013-04-04,382.623108,385.32254,378.512085,380.171356,354.134949,5499074.0
2013-04-05,380.889557,387.526642,380.245636,386.387421,359.925293,5994776.0
2013-04-08,385.39682,393.445526,385.34729,390.993774,364.216187,4097473.0
2013-04-09,392.331085,394.064667,381.929688,384.827209,358.471924,6037288.0
2013-04-10,386.387421,388.294342,382.177338,386.04071,359.602356,5625802.0
2013-04-11,388.319122,388.863953,378.487305,381.929688,355.772827,5274265.0
2013-04-12,379.898926,386.536011,378.908325,384.034729,357.733734,5237928.0
2013-04-15,382.895538,396.219238,382.895538,393.074066,366.153992,7469100.0
2013-04-16,394.758087,401.197052,389.012543,398.69577,371.390656,8202977.0
2013-04-17,399.141541,400.998932,380.988617,383.217468,356.972443,14816785.0
2013-04-18,384.60434,388.913483,382.697418,387.130402,360.617371,6365615.0
2013-04-22,389.309723,393.618896,385.49588,391.167114,364.377625,5902995.0
2013-04-23,392.033905,399.11676,389.334503,398.07663,370.813965,5702397.0
2013-04-25,400.008331,409.419128,400.008331,405.976746,378.173065,11962780.0
2013-04-26,402.682953,408.626617,391.142365,392.479675,365.600311,9623230.0
2013-04-29,392.826385,395.699158,390.523224,392.603516,365.715698,9676988.0
2013-04-30,393.098816,394.584717,384.92627,390.399414,363.662476,8098842.0
2013-05-02,390.003174,399.711151,388.021942,397.680389,370.444824,12569531.0
2013-05-03,397.729919,404.119354,393.717957,396.491669,369.337494,5961256.0
2013-05-06,397.333679,408.601868,397.333679,406.942596,379.072723,4318845.0
2013-05-07,406.893066,414.025452,405.976746,410.186829,382.094727,7628531.0
2013-05-08,411.152679,412.539551,407.165466,410.92981,382.786865,5472648.0
2013-05-09,410.310669,411.92041,403.673584,405.209015,377.457916,3776240.0
2013-05-10,403.524994,406.397766,400.800812,402.658203,379.253937,4191217.0
2013-05-13,402.856323,408.874268,395.649628,397.729919,374.612091,4193755.0
2013-05-14,396.516418,400.701752,394.064667,395.327698,372.349518,4074156.0
2013-05-15,397.234619,406.546356,397.234619,405.654785,382.076385,5194387.0
2013-05-16,404.168884,417.938354,403.921234,416.378143,392.176483,7013660.0
2013-05-17,416.378143,418.384125,407.784607,413.827332,389.773895,5761817.0
2013-05-20,414.768402,423.485779,410.484009,411.67276,387.744507,6109263.0
2013-05-21,411.64798,416.056213,408.775208,410.409729,386.554993,4889237.0
2013-05-22,411.152679,413.084381,402.930634,405.530975,381.959747,5805340.0
2013-05-23,402.014313,404.168884,386.387421,388.542023,365.958282,5906338.0
2013-05-24,392.974976,393.618896,385.94165,389.532623,366.891327,3680641.0
2013-05-27,397.606079,412.490021,396.739319,410.261139,386.414978,8748407.0
2013-05-28,411.103149,419.473816,409.221008,417.740234,393.459351,10030494.0
2013-05-29,416.303864,420.910187,412.811951,419.969116,395.558716,11884723.0
2013-05-30,418.532715,419.028046,411.103149,414.471222,390.380341,8410878.0
2013-05-31,413.133911,413.951141,397.284149,399.36441,376.151611,7919053.0
2013-06-03,398.07663,398.89389,388.938263,390.250824,367.56778,6537204.0
2013-06-04,391.588135,396.144928,385.916901,386.436951,363.975555,6808364.0
2013-06-05,386.585541,398.37381,386.585541,397.234619,374.145538,5883588.0
2013-06-06,396.243988,398.17569,390.349884,392.281555,369.480469,7897828.0
2013-06-07,393.371246,397.234619,386.833221,388.121002,365.561737,4347652.0
2013-06-10,390.795654,394.015137,387.328522,390.968994,368.244171,5243274.0
2013-06-11,388.071472,392.033905,384.009979,389.111603,366.494751,6111256.0
2013-06-12,387.848572,395.005737,387.427582,391.687195,368.920624,5895460.0
2013-06-13,387.823822,392.727325,386.610321,391.191895,368.454102,4488674.0
2013-06-14,394.361847,406.075806,394.312317,403.500214,380.047028,8111143.0
2013-06-17,403.921234,410.063019,401.741882,408.899048,385.13205,5117870.0
2013-06-18,407.982727,414.817932,404.887085,407.834137,384.129059,7226327.0
2013-06-19,407.140717,412.712891,403.624054,411.94516,388.001099,7998505.0
2013-06-20,405.109955,405.109955,393.767487,395.253387,372.279541,8040439.0
2013-06-21,396.194458,401.370422,388.121002,392.702576,369.877014,9454388.0
2013-06-24,391.290955,394.337067,385.59494,392.603516,369.783752,7527814.0
2013-06-25,396.095398,406.100586,393.767487,398.12616,374.985321,8875739.0
2013-06-26,400.924622,403.401154,396.788849,398.0271,374.892059,7689189.0
2013-06-27,404.416534,414.545532,403.376404,411.103149,387.208038,11884309.0
2013-06-28,430.667694,432.401276,419.028046,427.250092,402.416443,22213692.0
2013-07-01,426.952911,439.830841,423.807739,438.69165,413.192993,9459617.0
2013-07-02,437.403839,441.713013,430.296234,431.831665,406.73172,8205323.0
2013-07-03,426.209961,427.621582,420.291046,421.430267,396.934906,5914795.0
2013-07-04,422.544708,431.212524,419.696686,426.779541,401.973236,6107263.0
2013-07-05,429.107483,438.2211,429.107483,436.041748,410.697144,5887182.0
2013-07-08,430.915344,432.624146,425.04599,429.404663,404.44577,6577799.0
2013-07-09,430.469574,436.759949,429.454193,433.292816,408.107941,5963620.0
2013-07-10,433.020386,435.794098,415.560913,423.981079,399.337433,10262583.0
2013-07-11,428.438843,432.549866,425.59082,430.940125,405.891998,5246331.0
2013-07-12,433.020386,443.793274,430.717224,440.796692,415.175659,6632664.0
2013-07-15,438.84024,445.724976,438.84024,444.214294,418.394623,5959455.0
2013-07-16,439.335541,447.978607,437.379089,446.071686,420.144043,5987819.0
2013-07-17,447.260406,454.640472,447.260406,453.179321,426.838562,10675519.0
2013-07-18,454.690002,455.655823,450.331299,454.318512,427.91153,5678091.0
2013-07-19,455.210052,459.593506,452.23822,457.513245,430.920563,6598806.0
2013-07-22,453.204071,453.204071,445.254425,450.257019,424.086151,7826454.0
2013-07-23,451.74292,458.157135,449.365479,450.504669,424.319397,5736883.0
2013-07-24,449.736938,454.145172,443.372284,450.405609,424.226013,6363428.0
2013-07-25,448.721558,451.81723,434.605377,441.192932,415.548889,7306140.0
2013-07-26,441.911133,447.607117,438.56781,440.895752,415.268982,4414433.0
2013-07-29,439.360291,445.105835,437.131439,438.69165,413.192993,4223349.0
2013-07-30,439.360291,441.812073,422.940948,424.64975,399.967255,5257883.0
2013-07-31,425.29364,435.719818,417.343994,431.930725,406.825043,7289738.0
2013-08-01,433.466187,437.280029,418.458435,421.009247,396.53833,5109421.0
2013-08-02,425.962311,431.881195,421.009247,424.64975,399.967255,5917313.0
2013-08-05,425.962311,432.351746,423.857269,426.730011,401.926575,5796036.0
2013-08-06,425.19458,428.042572,411.17746,416.576263,392.363068,5729756.0
2013-08-07,418.532715,436.784729,411.59845,432.128845,407.011627,8673806.0
2013-08-08,429.602783,432.128845,424.55069,428.760773,403.839325,5245967.0
2013-08-12,430.420044,432.326965,416.279083,418.854675,394.509033,4028370.0
2013-08-13,417.542114,425.937531,413.579681,422.445648,397.891296,5324325.0
2013-08-14,423.981079,429.924744,419.746216,428.438843,403.536041,5196608.0
2013-08-16,428.438843,429.429443,404.738495,409.468658,385.668579,12609054.0
2013-08-19,407.636017,413.084381,399.983551,406.273926,382.659515,7453286.0
2013-08-20,401.741882,411.49939,398.7453,408.799988,385.038757,5269817.0
2013-08-21,412.589081,413.431091,386.436951,388.121002,365.561737,7250788.0
2013-08-22,387.551392,400.528381,383.465118,399.26535,376.058319,10288567.0
2013-08-23,403.029694,408.478027,400.454102,405.902435,382.309601,6614304.0
2013-08-26,407.388367,411.82135,400.404572,407.437897,383.755829,4576248.0
2013-08-27,403.178284,408.577087,396.243988,397.853729,374.728729,6043286.0
2013-08-28,393.817017,405.431915,378.363495,402.088593,378.717468,11912762.0
2013-08-29,404.168884,422.693298,402.435303,418.656555,394.322388,14231655.0
2013-08-30,417.938354,425.962311,410.261139,422.916168,398.334442,9896292.0
2013-09-02,422.594238,440.821442,422.594238,439.2117,413.68277,9715700.0
2013-09-03,439.929901,441.663483,410.261139,411.59845,387.674561,7996351.0
2013-09-04,412.960541,428.215942,412.589081,420.687317,396.235138,6148837.0
2013-09-05,427.448212,430.791534,421.554077,427.225342,402.393188,6578286.0
2013-09-06,430.915344,432.648926,416.799164,429.924744,404.935638,6944793.0
2013-09-10,432.351746,442.579773,429.057953,440.994812,415.362244,8534870.0
2013-09-11,440.326141,442.257843,432.970856,439.707031,414.149292,6858283.0
2013-09-12,439.830841,446.269806,431.484955,433.589996,408.387878,8297432.0
2013-09-13,429.924744,437.701019,429.454193,432.401276,407.268219,4534678.0
2013-09-16,438.81546,439.682251,422.990479,426.829102,402.019928,5561268.0
2013-09-17,424.154449,427.943512,422.297058,425.04599,400.340454,5044239.0
2013-09-18,426.209961,433.391876,424.377319,431.881195,406.778381,6324507.0
2013-09-19,439.855621,443.768524,436.140808,441.118622,415.478882,8738734.0
2013-09-20,438.84024,446.269806,431.162994,436.809479,411.420197,8474287.0
2013-09-23,431.930725,436.363708,428.438843,433.069916,407.89801,4095813.0
2013-09-24,431.905975,438.12204,429.999054,433.193756,408.014679,5700881.0
2013-09-25,432.104095,433.342346,417.145874,420.538727,396.095215,8063566.0
2013-09-26,419.349976,421.083557,413.703491,415.189423,391.056824,9172301.0
2013-09-27,417.046814,423.238129,414.570282,416.006683,391.826569,5540985.0
2013-09-30,412.11853,418.285065,405.704315,407.338837,383.662537,7348375.0
2013-10-01,409.270538,411.053619,405.010895,406.868286,383.21933,4203648.0
2013-10-03,407.834137,420.464417,407.834137,419.498566,395.115509,4203488.0
2013-10-04,416.328613,425.813721,415.065582,423.188599,398.591003,4573394.0
2013-10-07,419.820526,422.197998,414.074982,418.062195,393.762573,5199129.0
2013-10-08,420.860657,423.337189,415.659973,418.507965,394.182465,5593060.0
2013-10-09,416.031433,429.751373,414.817932,426.408081,401.623413,5517055.0
2013-10-10,425.46701,427.349152,420.043396,425.962311,401.203522,4324826.0
2013-10-11,428.438843,429.924744,423.139069,427.621582,402.766327,4510285.0
2013-10-14,428.438843,433.391876,427.547272,431.063934,406.008636,5610446.0
2013-10-15,444.437164,445.105835,427.943512,429.825684,404.842346,10633750.0
2013-10-17,430.915344,439.830841,428.265472,436.041748,410.697144,8128633.0
2013-10-18,436.660889,449.736938,436.660889,448.572968,422.499939,10234853.0
2013-10-21,448.572968,453.451721,443.867584,452.312531,426.022156,6988768.0
2013-10-22,449.439758,451.19809,444.536255,447.854797,421.823517,4728607.0
2013-10-23,448.350098,450.331299,439.657501,444.164764,418.347961,4128159.0
2013-10-24,441.836823,451.22287,436.537079,438.09729,412.633179,5407439.0
2013-10-25,437.899139,442.208313,435.546448,439.335541,413.799408,4589959.0
2013-10-28,439.830841,448.176727,439.756561,441.192932,415.548889,7095266.0
2013-10-29,440.375671,447.730957,437.800079,444.189514,418.371307,6668965.0
2013-10-30,444.040924,447.210876,443.149384,444.858185,419.001068,4437219.0
2013-10-31,445.774506,454.690002,443.793274,453.055481,426.721893,9128343.0
2013-11-01,450.777069,458.924866,447.433777,449.860779,423.712952,5487655.0
2013-11-05,447.433777,456.522614,447.433777,450.578949,424.389343,5056001.0
2013-11-06,450.727539,455.631073,443.273224,445.081085,419.210999,4439539.0
2013-11-07,445.279205,448.647278,436.908539,438.79071,413.286316,4519284.0
2013-11-08,438.84024,439.830841,431.484955,433.862427,408.64444,4040793.0
2013-11-11,432.896576,436.908539,426.061371,427.893982,403.022949,4107915.0
2013-11-12,428.438843,431.707855,421.108307,422.297058,397.751312,5616361.0
2013-11-13,420.959717,426.655731,417.096344,418.235535,393.925842,3872692.0
2013-11-14,421.628387,427.943512,421.207367,421.826508,397.308105,3706479.0
2013-11-18,425.02121,434.753967,424.055389,433.268066,408.084625,5571764.0
2013-11-19,433.391876,438.29541,433.391876,435.051147,409.764069,3892698.0
2013-11-20,433.317596,437.354309,424.476379,427.200562,402.369812,6041338.0
2013-11-21,425.912781,425.962311,417.765015,419.820526,395.418732,5291418.0
2013-11-22,421.504547,424.203979,415.610443,417.913605,393.62265,3453001.0
2013-11-25,419.696686,424.4021,418.062195,421.851257,397.331421,4651182.0
2013-11-26,421.256897,424.377319,414.842712,416.675323,392.45636,6445301.0
2013-11-27,418.285065,420.761597,413.703491,415.040833,390.91687,5271168.0
2013-11-28,417.591644,424.179199,417.591644,419.993866,395.582001,5790300.0
2013-11-29,421.479797,424.228729,420.315826,422.594238,398.03125,4561538.0
2013-12-02,422.495178,427.423462,422.148468,423.634369,399.010895,3332837.0
2013-12-03,423.485779,428.686493,421.331207,426.903381,402.089905,4238703.0
2013-12-04,426.408081,429.677094,422.594238,424.005859,399.360809,4043235.0
2013-12-05,431.905975,434.382477,429.949493,431.410645,406.335205,5784625.0
2013-12-06,430.989655,433.218506,426.556671,429.280853,404.329163,3369441.0
2013-12-09,436.908539,439.830841,433.986237,435.348328,410.044006,5863282.0
2013-12-10,435.125458,440.177551,435.125458,438.17157,412.703156,4023615.0
2013-12-11,437.106659,438.32016,432.153625,437.156189,411.746826,2297148.0
2013-12-12,434.877808,435.868408,429.924744,431.014404,405.961975,2625949.0
2013-12-13,429.429443,429.974274,424.79834,428.290222,403.396118,4119399.0
2013-12-16,425.962311,427.076752,417.641174,418.557495,394.229126,4636282.0
2013-12-17,420.365356,422.445648,414.446472,415.659973,391.499969,4656266.0
2013-12-18,415.659973,427.869232,415.659973,425.937531,401.180206,5542546.0
2013-12-19,428.141632,428.141632,417.888824,423.015228,398.427765,6207421.0
2013-12-20,431.905975,444.783905,427.002441,443.372284,417.601563,9464725.0
2013-12-23,445.279205,450.232239,440.821442,443.917114,418.114685,7472593.0
2013-12-24,444.040924,448.251038,443.347504,444.808655,418.954437,3372075.0
2013-12-26,443.050323,445.774506,436.908539,439.607971,414.05603,6747066.0
2013-12-27,440.128021,442.753143,434.332947,435.298798,409.997314,3574114.0
2013-12-30,436.363708,440.747162,433.812897,439.385071,413.846039,4760614.0
2013-12-31,439.830841,444.907715,439.385071,443.397034,417.624817,2633322.0
2014-01-01,444.511475,444.907715,439.632721,440.227081,414.63916,2699496.0
2014-01-02,439.682251,443.793274,430.964874,433.391876,408.201263,2779905.0
2014-01-03,431.707855,432.574615,423.485779,428.067352,403.186188,5922841.0
2014-01-06,427.002441,427.572052,421.009247,423.460999,398.847595,6145266.0
2014-01-07,423.287659,425.937531,416.080963,417.096344,392.852905,7989240.0
2014-01-08,418.235535,424.64975,418.235535,420.538727,396.095215,5873245.0
2014-01-09,421.232147,422.891418,418.557495,421.355957,396.864899,3834687.0
2014-01-10,420.191986,434.035767,420.018646,425.04599,400.340454,6848648.0
2014-01-13,430.048584,437.354309,429.924744,436.066528,410.720459,5565035.0
2014-01-14,435.125458,438.12204,432.128845,436.611359,411.233551,5572863.0
2014-01-15,438.19635,443.297974,436.363708,438.56781,413.076355,5842783.0
2014-01-16,440.177551,442.455963,436.883789,438.91452,413.402954,8324700.0
2014-01-17,440.400452,444.239044,435.992218,438.2211,412.749817,7136269.0
2014-01-20,439.286011,440.326141,428.983673,430.791534,405.752014,7649848.0
2014-01-21,432.227905,432.698456,426.952911,427.472992,402.626434,4525635.0
2014-01-22,427.695862,433.565247,425.04599,432.128845,407.011627,3930929.0
2014-01-23,426.259491,431.559235,426.259491,428.835083,403.909363,6353622.0
2014-01-24,426.952911,433.218506,426.507141,429.751373,404.772339,5482165.0
2014-01-27,423.981079,426.358551,416.229553,417.616425,393.342743,5697602.0
2014-01-28,419.523346,423.981079,417.393524,418.458435,394.135803,5341304.0
2014-01-29,420.910187,422.247528,413.579681,414.372162,390.287018,5710675.0
2014-01-30,411.79657,413.010071,407.239777,408.626617,384.875458,6508090.0
2014-01-31,409.617249,412.811951,409.196228,411.67276,387.744507,5094198.0
2014-02-03,409.221008,411.004089,405.877686,406.595886,382.962769,3797110.0
2014-02-04,403.425934,409.443878,402.757263,406.917816,383.265961,5705177.0
2014-02-05,406.199646,406.893066,399.661621,404.788025,381.26001,5214233.0
2014-02-06,406.150116,408.180847,400.280731,404.094574,380.606812,4996430.0
2014-02-07,407.190247,408.032257,401.494232,403.401154,379.953766,3903851.0
2014-02-10,403.797394,408.923798,401.766663,407.115936,383.452576,4774310.0
2014-02-11,407.636017,408.626617,397.606079,398.84436,375.661774,5819129.0
2014-02-12,400.206451,407.091187,399.909271,405.109955,381.563232,4536031.0
2014-02-13,405.605255,405.605255,398.7453,399.909271,376.664795,3995344.0
2014-02-14,402.138123,408.131317,400.206451,407.165466,383.499176,4254449.0
2014-02-17,404.986145,407.140717,399.735901,402.336243,378.950714,4180498.0
2014-02-18,399.760681,405.085205,399.760681,402.757263,379.34726,2649597.0
2014-02-19,402.682953,406.150116,401.197052,402.311493,378.927368,2829058.0
2014-02-20,401.840942,403.029694,397.779449,398.94342,375.755127,3711149.0
2014-02-21,399.760681,404.168884,399.0177,401.940002,378.577515,2887269.0
2014-02-24,400.231201,403.648804,398.86911,402.361023,378.97406,3138488.0
2014-02-25,403.326874,404.168884,399.983551,401.469482,378.134338,3248652.0
2014-02-26,401.692352,404.589905,400.330261,401.543762,378.204285,6280112.0
2014-02-28,401.543762,403.846924,392.826385,396.219238,373.18924,8745362.0
2014-03-03,396.293518,399.612091,394.832397,397.92804,374.798706,5369772.0
2014-03-04,397.729919,403.500214,397.531799,402.658203,379.253937,4152138.0
2014-03-05,403.945984,405.159485,398.79483,399.711151,376.47821,5458460.0
2014-03-06,400.875092,408.329437,400.850342,407.363586,383.685791,4694648.0
2014-03-07,408.626617,432.896576,408.626617,430.618164,405.588806,15505096.0
2014-03-10,428.488373,447.582367,427.646332,438.56781,413.076355,15169257.0
2014-03-11,438.34494,439.731781,431.955505,433.268066,408.084625,5898052.0
2014-03-12,432.896576,437.304779,429.751373,431.584015,406.498474,4352584.0
2014-03-13,433.391876,443.174164,433.243286,435.645508,410.323883,7947870.0
2014-03-14,432.896576,440.796692,430.444824,438.91452,413.402954,7633460.0
2014-03-18,440.573792,450.133179,440.573792,444.016174,418.208038,8784579.0
2014-03-19,445.774506,450.678009,443.421814,447.260406,421.263672,7557704.0
2014-03-20,446.566986,449.489288,444.858185,448.746338,422.663239,13712058.0
2014-03-21,449.241638,452.38681,436.933319,438.74118,413.239685,10176519.0
2014-03-22,1142.5823958488654,1155.5786478557538,1129.0560361154783,1141.7563661385736,1125.130163517423,8580616.145056726
2014-03-24,441.440582,450.108429,441.366302,448.449158,422.383301,13298333.0
2014-03-25,435.373108,437.106659,432.153625,435.521698,410.207275,14444748.0
2014-03-26,436.487549,447.235657,436.438019,441.415833,415.75885,6373779.0
2014-03-27,443.223694,448.201508,441.861603,446.145996,420.21405,25570753.0
2014-03-28,445.774506,455.655823,445.774506,453.773682,427.398407,8615115.0
2014-03-31,453.823212,465.48764,452.312531,461.005127,434.209503,8653996.0
2014-04-01,463.605469,468.063232,460.286926,466.874481,439.737762,7218138.0
2014-04-02,468.063232,476.483398,464.64563,474.601257,447.015381,12359049.0
2014-04-03,473.907837,476.953949,465.784821,471.852325,444.426239,12253233.0
2014-04-04,471.530365,472.149506,466.354431,467.691742,440.507477,5775152.0
2014-04-07,467.567932,472.991516,462.788239,467.642212,440.460815,5955770.0
2014-04-09,470.539764,478.81134,469.128143,476.557709,448.858093,6202071.0
2014-04-10,477.82074,482.377533,476.582489,479.975311,452.077026,4914743.0
2014-04-11,476.632019,480.965912,470.836945,472.397156,444.939392,5395681.0
2014-04-15,470.539764,472.520966,463.902679,470.093994,442.77005,4275577.0
2014-04-16,468.806183,474.997498,464.64563,466.230591,439.131256,5713958.0
2014-04-17,468.063232,476.384338,467.468872,475.047028,447.435242,3620835.0
2014-04-21,480.421082,480.421082,473.561127,475.294678,447.668488,5453637.0
2014-04-22,475.492798,489.732819,473.561127,479.331421,451.470642,8921634.0
2014-04-23,479.950562,486.389526,477.597839,479.034241,451.190643,7055638.0
2014-04-24,479.034241,479.034241,479.034241,479.034241,451.190643,0.0
2014-04-25,479.455231,479.950562,468.558533,469.672974,442.373474,6115867.0
2014-04-28,470.440704,473.511597,466.255371,468.063232,440.85733,7665779.0
2014-04-29,468.583313,471.406525,464.5961,465.735291,438.664734,3874982.0
2014-04-30,467.518402,475.492798,460.187866,463.506409,436.565399,6641527.0
2014-05-02,465.5867,469.251953,458.652435,459.692566,432.973267,4186059.0
2014-05-05,458.157135,474.749847,458.157135,468.979553,441.720398,7014449.0
2014-05-06,469.499603,478.95993,469.326263,477.152069,449.417908,5719003.0
2014-05-07,475.542328,481.139282,474.031647,475.913818,448.251648,4878777.0
2014-05-08,477.028259,480.495392,470.911224,475.641388,447.995026,5514545.0
2014-05-09,473.412537,494.809692,473.412537,494.116272,465.396118,8515647.0
2014-05-12,492.778961,519.574951,492.38269,509.520264,479.904694,14236238.0
2014-05-13,515.117188,529.381958,512.393005,526.707336,496.092773,12397395.0
2014-05-14,527.004517,528.985718,515.662048,517.84137,487.742157,8941880.0
2014-05-15,517.84137,525.023315,514.745728,521.754272,491.427673,9629064.0
2014-05-16,539.932007,567.248047,526.063416,534.557922,508.069061,24290388.0
2014-05-19,540.377747,557.094299,538.346985,554.766357,527.276123,10982753.0
2014-05-20,558.654541,559.199341,532.799622,534.855103,508.351501,10387940.0
2014-05-21,534.855103,546.296631,531.83374,534.136902,507.668915,10149114.0
2014-05-22,537.901245,551.472595,537.257324,545.23175,518.21405,8650897.0
2014-05-23,550.556274,560.685242,545.826111,558.431641,530.759766,7645583.0
2014-05-26,560.932922,564.647705,532.452881,545.677551,518.637695,7417956.0
2014-05-27,546.321411,548.797974,532.50238,538.867065,512.164734,5202662.0
2014-05-28,539.684326,548.104492,537.282104,539.337646,512.611877,5238860.0
2014-05-29,541.120728,541.566467,529.159119,531.73468,505.385773,12764704.0
2014-05-30,537.405945,539.733887,525.023315,527.351257,501.219513,7981124.0
2014-06-02,532.329041,539.015686,527.648438,536.019104,509.457764,4064105.0
2014-06-03,536.563904,545.826111,533.616821,542.557129,515.671997,5018511.0
2014-06-04,541.195007,545.727051,533.072021,533.691162,507.245239,4073385.0
2014-06-05,534.186462,542.309448,527.128357,539.832947,513.082703,9218198.0
2014-06-06,548.500732,561.180542,546.866272,555.930359,528.382507,13530870.0
2014-06-09,559.694641,561.031982,550.828674,556.054138,528.500061,6229234.0
2014-06-10,559.917542,559.917542,545.058411,553.899597,526.452271,7273514.0
2014-06-11,554.741577,554.741577,541.120728,545.875671,518.82605,6998372.0
2014-06-12,544.11731,551.522095,536.960144,541.937988,515.083374,5430629.0
2014-06-13,544.98407,548.302612,531.31366,535.870483,509.316589,6759544.0
2014-06-16,536.910645,536.910645,523.611694,527.722717,501.572571,6632388.0
2014-06-17,524.082214,541.516968,524.082214,539.907227,513.15332,7303217.0
2014-06-18,538.891846,545.652771,525.345276,528.366638,502.18454,8866659.0
2014-06-19,531.957581,532.428101,510.956635,516.157349,490.580322,10672777.0
2014-06-20,518.03949,519.773071,512.269226,513.383606,487.944031,5932619.0
